Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
7486835.0,-0.01058022441228157,-2.082482215678123,0.20000920998413696,1.1492086656432836,1.4906949050219096,-0.6387385528881225,0.7467721987778432,-0.1319721236881892,0.8974422445849408,-0.07095911548373146,-0.47613470823900306,0.03163902787558727,1.2777832741396582,-0.26671975555743266,2.825789330160009,-1.6557904420675962,0.32841149575042894,-0.14301192663604068,2.519118709578674,0.06884528329109774,-1.543006244614848,0.6536895682067434,-1.2977326867833123,2.646417928365783,1.16755792806434,-0.8396816686903315,1.8392624786704153,1.0306919572313145,182.1,1.0
7252835.0,-0.33821956804378206,1.2692635198386988,1.7114981400800757,0.9099957190410901,0.4382714003199071,0.10761338130099074,-0.6264922334341294,-1.5914347930792876,1.7052201670177851,0.4352739618358228,-0.4311833791844898,-0.0735292058542909,0.29427446145445607,-0.36268827571208845,0.21270565900202376,-0.22663742875660353,-0.7955848929862505,1.2822200471363576,-1.1854182789256444,1.7442774824494314,0.39318641953590805,0.9417268209288434,-0.7326678652547175,1.96046115462528,1.3769767348340785,-2.331522193992483,-1.3707676024929407,-0.42987082882857275,98.51,0.0
6892287.0,0.30969353078949713,-0.7332170889954068,1.6238584790557165,0.33423656019384407,1.0539109091056482,-0.1837143672574743,-1.4441622489269919,-1.2051737833022973,-1.9779569573476241,0.3729581919092468,0.08666561325554827,2.53186963644125,0.7589214819079713,-0.8029855551487685,-2.1013141843559944,-0.07668323466042781,-1.58714456318604,1.0735065313024503,-1.1801321210299285,-1.0428365513347242,-0.9048019672259494,-0.7518368741762166,1.3175912960286167,0.03394919338810665,0.802756087219447,-0.18261120893617022,0.25023836265359445,-2.0444779557606343,6.09,0.0
15122484.0,1.0898242819527877,0.45273614025964376,1.254945347132551,-0.24357408944531223,-0.09491875544140027,0.9557132075708212,-1.3781136988626177,-1.126509724385156,0.11642758399383124,-1.1063240541992259,-0.06216887940996443,-2.387161665851583,-0.43568936253919044,-1.2889373690582349,-0.9790340889970341,0.2800945573965686,-1.5824446681435544,1.9851645691559159,-0.41702995974667756,-0.399074387421971,1.5807642915564974,2.017135769709794,-1.0896085148907761,0.32575924695525926,1.5691242271824728,0.880840404782923,0.843166087023376,0.24630282713092996,0.0,0.0
1373508.0,1.769139881772778,0.5924305807254254,1.8783634581467827,0.5856948823859027,0.7921542969783703,-1.6647304699450394,-0.3378232436549739,-1.4121585474396374,-0.8486736813878184,0.17314066165294822,1.8347467919933256,-0.08559026419945148,-1.9104079507922274,0.37352859899280155,-0.5231080935178218,-1.5737494262621077,-2.3938804023824845,1.0500270994151126,3.117306183444022,0.21985322713812083,0.3221909882314522,-0.6115536278707341,-2.3789116079541666,3.3413962683004987,1.4436468686768114,-1.37812996961652,0.7725151111894326,1.0337865063306984,0.38,1.0
1320347.0,1.1999547749536723,0.0622126487667094,-0.35693032138520153,-2.6897552549655668,0.2192698374823362,-0.27693877871458805,0.03125383473574947,-0.21031061609629195,1.1199424931562114,-1.5592670458940971,1.1475843012417295,0.750445030441471,0.46475469479432846,-0.9384430020555282,-2.0752208120397166,-0.5716545285750331,0.48663798774531297,1.8924167005908594,0.19294012677579517,-0.2786974249566655,-1.1323424279367562,-0.30932102608197765,1.2163665241232,0.5103872672902294,0.930085019594403,-0.3243591223944279,0.36475949478349656,-1.4085360875004302,0.17,0.0
14306090.0,0.7288148033177111,-0.2724363968817735,1.9036257183501952,-0.315862669071882,0.3005270066900203,-0.2010671815648155,2.225752339589916,0.07310297629662334,1.5842754206077019,-0.9124734019826032,-0.20058384308298138,-0.3581492740003397,-1.3627940080399705,0.018060460321424165,-3.365986195545613,-2.3891105361879714,0.5712106191411338,-0.8141349370569786,3.1025649174554344,0.05398982119216861,1.6037212529127873,0.05834734405661823,-1.782905151684694,0.5129965904674241,-1.9201221550187397,2.2483234018631624,0.794864912578459,-1.1851038257224416,13.67,1.0
11367769.0,2.185935257341252,-1.1465810882974252,-0.12378204769369494,0.10515840805002608,0.6780776764674075,-0.9337547416591889,-0.8655641138698562,-0.7500228322019448,0.03331175192297953,2.64012197573655,-1.7081476057922322,0.3626920232432571,-0.2755218245485902,0.907869706706247,0.1326735133044361,-0.1782907488115526,-0.7282277267715376,0.36733860344645475,0.7124778776409755,0.04872747795383714,-1.9765331003395818,1.8588400608654587,-0.846037124263067,-1.5904089534004489,0.08219149285792593,0.1405957245923657,-1.318705297624103,1.4671496536779125,28.51,1.0
5581325.0,0.6893518716093165,-0.6135071122309428,-0.1318878438240232,-1.1220359076974469,-0.288522053573578,-1.1444029733860646,0.8297212951621876,2.2873472684882996,-0.06109218189349497,0.6217268471407206,-0.22510090771182467,0.05751768798977408,-0.32567115201120167,0.7768058592956746,1.837897699302391,-0.24115374953956492,0.028973956652364186,-1.8299981955328843,1.5557145611076082,1.6132071949932043,-0.7097647036966119,-0.6711876333695148,-0.19718319796602224,0.03574373704186885,1.506024042379469,-1.4292549429435675,0.8647247885159213,-1.1906638278914339,100.2,1.0
15061891.0,0.033116325451251816,2.390190409818461,1.5072197145089576,1.9784513022198444,-0.3454019592200097,0.040578014018494146,0.5369029010353552,-0.5788750429638676,3.0734011537561905,-2.1061749195657,0.19600118466595873,-0.6358618422298463,-0.6620232324784321,-1.5840613966720154,1.511261729795539,2.4745531083345247,0.13812338690972842,0.07528009193843888,-0.06288124342895318,0.6375355697578065,-3.536167190440467,0.16591190809478806,-0.9857096912543053,0.6973597182500839,0.9110843946282982,-1.0067644690383848,1.4192668470666423,0.2610204342215562,18.15,0.0
